FREQ,M
Frequency,Monthly
REF_AREA,NZ
Reference area,New Zealand
CURRENCY,NZD
Currency,New Zealand dollar
COLLECTION,E
Collection,End of period
UNIT_MULT,0
Unit Multiplier,Units
DECIMALS,6
Decimals,Six
AVAILABILITY,A
Availability,All users
TITLE, Exchange rates against USD New Zealand - New Zealand dollar - Monthly - End of period
Series,M:NZ:NZD:E
2015-06,1.478953
2015-07,1.529042
2015-08,1.56362
2015-09,1.568151
2015-10,1.485795
2015-11,1.523774
2015-12,1.46257
2015-Q1,
2015-Q2,
2015-Q3,
2015-Q4,
2016,
2016-01,1.537363
2016-02,1.520665
2016-03,1.441458
2016-04,1.434447
2016-05,1.480724
2016-06,1.406593
2016-07,1.405111
2016-08,1.379177
2016-09,1.377027
2016-10,1.398959
2016-11,1.402069
2016-12,1.438004
2016-Q1,
2016-Q2,
2016-Q3,
2016-Q4,
2017,
2017-01,1.367643
2017-02,1.387846
2017-03,1.431952
2017-04,1.454437
2017-05,1.407094
2017-06,1.362951
2017-07,1.336403
2017-08,1.401353
2017-09,1.385228
2017-10,1.461162
2017-11,1.461642
2017-12,1.404986
2017-Q1,
2017-Q2,
2017-Q3,
2017-Q4,
2018,
2018-01,1.34888
2018-02,1.384067
2018-03,1.387712
2018-04,1.419406
2018-05,1.425848
2018-06,1.479413
2018-07,1.466684
2018-08,1.507081
2018-09,1.51218
2018-10,1.530482
2018-11,1.457523
2018-12,1.489607
2018-Q1,
2018-Q2,
2018-Q3,
2018-Q4,
2019,
2019-01,1.445595
2019-02,1.461545
2019-03,1.468625
2019-04,1.498039
2019-05,1.536544
2019-06,1.490334
2019-07,1.514035
2019-08,1.584813
2019-09,1.595647
2019-10,1.556303
2019-11,1.556183
2019-12,1.482375
2019-Q1,
2019-Q2,
2019-Q3,
2019-Q4,
2020,
2020-01,1.545693
2020-02,1.604081
2020-03,1.680997
2020-04,1.627896
2020-05,1.604077
2020-06,1.560993
2020-07,1.499916
2020-08,1.484757
2020-09,1.520243
2020-10,1.501539
2020-11,1.421285
2020-12,1.384076
2020-Q1,
2020-Q2,
2020-Q3,
2020-Q4,
2021,
2021-01,1.389502
2021-02,1.371339
2021-03,1.430192
2021-04,1.385367
2021-05,1.376854
2021-06,1.432683
2021-07,1.428812
2021-08,1.416258
2021-09,1.455912
2021-10,1.395878
2021-11,1.464754
2021-12,1.4638
2021-Q1,
2021-Q2,
2021-Q3,
2021-Q4,
2022,
2022-01,1.52232
2022-02,1.484775
2022-03,1.442573
2022-04,1.529317
2022-05,1.536358
2022-06,1.60826
2022-07,1.596686
2022-08,1.6322
2022-09,1.762105
2022-10,1.724733
2022-11,1.603123
2022-12,1.574911
2022-Q1,
2022-Q2,
2022-Q3,
2022-Q4,
2023-01,1.556171
2023-02,1.621245
2023-03,1.599264
2023-04,1.62681
2023-05,1.665543
2023-06,1.643475
2023-07,1.612356
2023-Q1,
2023-Q2,
